Test,Predictions,difference
15.383,0.242,15.141
6.133,0.184,5.949
3.983,0.153,3.831
18.083,0.224,17.86
2.983,0.196,2.788
1.367,0.121,1.246
4.433,0.037,4.396
3.467,0.077,3.39
3.183,0.059,3.124
5.467,0.264,5.203
1.25,0.269,0.981
5.05,0.314,4.736
5.283,0.254,5.029
10.35,0.232,10.118
-0.05,0.213,-0.263
-0.067,0.051,-0.118
1.033,-0.08,1.114
11.633,0.192,11.441
8.633,0.192,8.442
8.667,0.085,8.582
-2.5,-0.098,-2.402
13.283,0.125,13.158
0.533,0.056,0.478
-1.117,0.202,-1.319
8.7,0.246,8.454
5.567,0.111,5.455
14.283,0.098,14.185
10.45,0.259,10.191
9.517,-0.018,9.535
13.483,-0.106,13.59
0.417,-0.288,0.704
12.667,-0.202,12.868
-0.017,-0.438,0.421
3.45,-0.288,3.738
12.967,-0.405,13.372
13.05,-0.346,13.396
-0.333,-0.275,-0.058
3.75,-0.315,4.065
1.733,-0.206,1.939
-0.733,-0.204,-0.529
-3.733,-0.146,-3.588
0.817,0.02,0.797
6.367,0.086,6.281
18.983,0.149,18.834
-1.417,0.497,-1.913
-1.067,0.393,-1.459
-2.567,0.458,-3.024
2.0,0.548,1.452
16.517,0.618,15.899
3.333,0.525,2.809
4.683,0.826,3.857
9.1,0.857,8.243
6.117,0.528,5.589
5.0,1.182,3.818
-8.35,1.412,-9.762
-8.983,0.455,-9.438
11.6,0.353,11.247
0.35,1.037,-0.687
11.067,0.889,10.178
11.25,0.752,10.498
6.1,0.726,5.374
7.383,0.533,6.851
10.15,0.487,9.663
-0.0,0.58,-0.58
6.967,0.595,6.372
-0.0,0.755,-0.755
6.867,0.88,5.987
11.017,0.713,10.303
4.45,0.839,3.611
0.633,1.258,-0.625
3.883,0.904,2.98
-4.05,0.766,-4.816
5.0,0.468,4.532
11.4,0.421,10.979
11.4,0.288,11.112
10.4,0.315,10.085
1.0,0.291,0.709
5.183,0.207,4.976
8.85,0.199,8.651
1.0,0.275,0.725
1.25,0.336,0.914
7.783,0.395,7.388
0.5,0.355,0.145
6.9,0.344,6.556
-0.0,0.33,-0.33
6.717,0.462,6.255
8.217,0.625,7.592
-5.017,0.447,-5.464
-0.8,0.226,-1.026
-0.0,0.173,-0.173
-0.0,0.084,-0.084
11.15,0.086,11.064
7.283,0.058,7.225
2.25,0.074,2.176
-1.7,0.092,-1.792
3.117,0.069,3.048
-0.7,0.064,-0.764
8.167,0.071,8.095
5.1,0.034,5.066
2.517,0.07,2.447
-5.017,0.111,-5.128
-0.0,0.069,-0.069
8.383,0.06,8.324
-0.0,0.02,-0.02
14.033,0.022,14.011
11.733,0.026,11.707
8.15,-0.017,8.167
-4.767,0.021,-4.788
5.1,0.057,5.043
10.933,0.078,10.855
2.333,0.045,2.288
4.983,0.074,4.909
-2.45,0.069,-2.519
6.083,0.109,5.975
-1.65,0.091,-1.741
-0.95,0.091,-1.041
-0.0,0.066,-0.066
3.1,0.03,3.07
13.267,0.155,13.111
-0.0,0.12,-0.12
-3.7,0.198,-3.898
-0.0,0.181,-0.181
8.617,0.134,8.483
7.583,0.146,7.438
10.75,0.174,10.576
0.817,0.24,0.577
14.55,0.219,14.331
13.567,0.286,13.281
8.967,0.256,8.711
6.2,0.24,5.96
6.817,0.296,6.521
2.783,0.296,2.487
2.433,0.28,2.154
2.233,0.29,1.944
3.233,0.215,3.018
0.6,0.252,0.348
7.867,0.255,7.611
-0.0,0.419,-0.419
10.933,0.378,10.555
0.417,0.36,0.057
6.533,0.339,6.194
-0.0,0.313,-0.313
0.883,0.266,0.617
0.617,0.232,0.385
-2.417,0.241,-2.658
9.3,0.281,9.019
14.367,0.362,14.005
0.783,0.346,0.438
5.6,0.37,5.23
7.933,0.338,7.595
-0.033,0.307,-0.341
14.733,0.317,14.416
-0.0,0.337,-0.337
0.5,0.497,0.003
-0.017,0.515,-0.531
23.167,0.49,22.677
4.4,0.481,3.919
-5.783,0.51,-6.293
11.5,0.595,10.905
6.167,0.512,5.655
16.1,0.53,15.57
5.6,0.477,5.123
-4.283,0.422,-4.705
-0.0,0.395,-0.395
16.75,0.359,16.391
22.483,0.444,22.04
4.433,0.388,4.045
2.3,0.395,1.905
-4.783,0.489,-5.272
8.383,0.399,7.985
2.833,0.408,2.425
11.033,1.205,9.828
4.817,1.483,3.333
9.117,1.778,7.339
5.25,1.602,3.648
3.867,1.059,2.808
5.317,0.917,4.4
19.7,0.963,18.737
-0.0,0.703,-0.703
-0.6,0.906,-1.506
0.533,0.824,-0.29
-1.017,0.906,-1.922
14.517,0.805,13.711
-0.0,1.333,-1.333
-0.0,1.418,-1.418
8.317,1.437,6.879
9.9,1.542,8.358
12.2,1.752,10.448
5.383,1.612,3.772
13.617,1.868,11.749
4.5,1.855,2.645
12.65,1.779,10.871
10.867,1.743,9.123
-3.25,1.495,-4.745
16.167,1.517,14.649
3.2,1.356,1.844
8.633,1.158,7.476
5.817,1.08,4.737
-0.067,0.62,-0.687
12.55,0.315,12.235
-0.0,0.284,-0.284
17.55,0.246,17.304
-1.033,0.395,-1.428
18.267,0.371,17.896
3.517,0.225,3.291
-0.0,0.19,-0.19
-5.933,0.297,-6.23
4.5,0.181,4.319
7.683,0.282,7.401
1.45,0.323,1.127
2.017,0.207,1.81
0.75,0.11,0.64
-0.0,0.135,-0.135
-0.183,-0.052,-0.132
7.35,-0.048,7.398
3.717,0.077,3.639
12.25,-0.118,12.368
5.483,-0.258,5.741
11.0,0.025,10.975
0.533,0.117,0.417
1.067,-0.043,1.11
-0.817,-0.288,-0.529
8.0,-0.558,8.558
9.75,-0.492,10.242
8.75,-0.339,9.089
-0.0,-0.215,0.215
0.5,-0.363,0.863
4.5,0.667,3.833
-2.0,0.666,-2.666
